"Country or Area","Element Code","Element","Year","Unit","Value","Value Footnotes"
"Mexico","436","Net PIN (base 1999-2001)","1984","Int. $","73.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1983","Int. $","71.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1982","Int. $","68.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1981","Int. $","72.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1980","Int. $","68.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1979","Int. $","61.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1978","Int. $","65.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1977","Int. $","59.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1976","Int. $","52.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1975","Int. $","55.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1974","Int. $","57.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1973","Int. $","55.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1972","Int. $","53.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1971","Int. $","52.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1970","Int. $","49.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1969","Int. $","47.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1968","Int. $","50.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1967","Int. $","47.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1966","Int. $","47.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1965","Int. $","45.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1964","Int. $","42.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1963","Int. $","37.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1962","Int. $","34.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1961","Int. $","33.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2007","Int. $","110.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2006","Int. $","108.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2005","Int. $","99.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2004","Int. $","104.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2003","Int. $","102.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2002","Int. $","99.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2001","Int. $","103.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2000","Int. $","96.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1999","Int. $","99.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1998","Int. $","100.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1997","Int. $","98.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1996","Int. $","100.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1995","Int. $","95.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1994","Int. $","92.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1993","Int. $","90.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1992","Int. $","91.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1991","Int. $","94.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1990","Int. $","97.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1989","Int. $","90.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1988","Int. $","95.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1987","Int. $","98.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1986","Int. $","97.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1985","Int. $","101.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1984","Int. $","97.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1983","Int. $","95.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1982","Int. $","94.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1981","Int. $","102.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1980","Int. $","97.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1979","Int. $","91.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1978","Int. $","98.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1977","Int. $","92.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1976","Int. $","83.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1975","Int. $","90.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1974","Int. $","96.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1973","Int. $","96.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1972","Int. $","95.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1971","Int. $","97.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1970","Int. $","95.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1969","Int. $","93.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1968","Int. $","102.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1967","Int. $","100.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1966","Int. $","104.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1965","Int. $","103.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1964","Int. $","98.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1963","Int. $","89.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1962","Int. $","86.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1961","Int. $","84.00000","A "

"fnSeqID","Footnote"
"A ","May include official, semi-official or estimated data"
