"Country or Area","Element Code","Element","Year","Unit","Value","Value Footnotes"
"Mexico","154","Net Production 1999-2001 (1000 I$)","1995","1000 Int. $","18052630.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1994","1000 Int. $","16879110.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1993","1000 Int. $","16230660.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1992","1000 Int. $","15886560.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1991","1000 Int. $","15699280.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1990","1000 Int. $","15063400.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1989","1000 Int. $","13923930.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1988","1000 Int. $","14497500.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1987","1000 Int. $","14945360.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1986","1000 Int. $","14769230.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1985","1000 Int. $","14432440.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1984","1000 Int. $","13583950.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1983","1000 Int. $","13585100.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1982","1000 Int. $","13146160.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1981","1000 Int. $","13149720.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1980","1000 Int. $","12384670.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1979","1000 Int. $","11624100.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1978","1000 Int. $","12049330.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1977","1000 Int. $","11059650.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1976","1000 Int. $","10221800.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1975","1000 Int. $","9956987.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1974","1000 Int. $","9518037.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1973","1000 Int. $","9383130.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1972","1000 Int. $","9077242.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1971","1000 Int. $","8607411.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1970","1000 Int. $","8287369.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1969","1000 Int. $","7954483.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1968","1000 Int. $","7915534.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1967","1000 Int. $","7780678.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1966","1000 Int. $","7636033.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1965","1000 Int. $","7117150.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1964","1000 Int. $","6597923.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1963","1000 Int. $","6070360.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1962","1000 Int. $","5879048.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1961","1000 Int. $","5496928.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","2007","Int. $","118.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","2006","Int. $","116.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","2005","Int. $","109.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","2004","Int. $","110.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","2003","Int. $","107.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","2002","Int. $","103.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","2001","Int. $","104.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","2000","Int. $","98.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1999","Int. $","96.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1998","Int. $","93.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1997","Int. $","88.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1996","Int. $","86.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1995","Int. $","86.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1994","Int. $","82.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1993","Int. $","80.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1992","Int. $","77.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1991","Int. $","75.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1990","Int. $","74.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1989","Int. $","68.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1988","Int. $","70.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1987","Int. $","73.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1986","Int. $","72.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1985","Int. $","70.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1984","Int. $","67.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1983","Int. $","66.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1982","Int. $","64.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1981","Int. $","64.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1980","Int. $","60.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1979","Int. $","55.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1978","Int. $","57.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1977","Int. $","53.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1976","Int. $","48.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1975","Int. $","48.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1974","Int. $","45.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1973","Int. $","44.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1972","Int. $","43.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1971","Int. $","40.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1970","Int. $","39.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1969","Int. $","37.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1968","Int. $","37.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1967","Int. $","36.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1966","Int. $","35.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1965","Int. $","33.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1964","Int. $","30.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1963","Int. $","28.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1962","Int. $","27.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1961","Int. $","25.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","2007","Int. $","110.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","2006","Int. $","110.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","2005","Int. $","104.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","2004","Int. $","106.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","2003","Int. $","104.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","2002","Int. $","101.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","2001","Int. $","103.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","2000","Int. $","98.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1999","Int. $","98.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1998","Int. $","95.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1997","Int. $","92.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1996","Int. $","92.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1995","Int. $","94.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1994","Int. $","90.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1993","Int. $","90.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1992","Int. $","88.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1991","Int. $","88.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1990","Int. $","87.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1989","Int. $","82.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1988","Int. $","86.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1987","Int. $","91.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1986","Int. $","92.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1985","Int. $","91.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1984","Int. $","88.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1983","Int. $","90.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1982","Int. $","88.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1981","Int. $","91.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1980","Int. $","86.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1979","Int. $","82.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1978","Int. $","86.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1977","Int. $","82.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1976","Int. $","77.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1975","Int. $","79.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1974","Int. $","76.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1973","Int. $","78.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1972","Int. $","77.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1971","Int. $","75.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1970","Int. $","75.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1969","Int. $","74.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1968","Int. $","76.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1967","Int. $","76.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1966","Int. $","77.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1965","Int. $","74.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1964","Int. $","70.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1963","Int. $","67.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1962","Int. $","67.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1961","Int. $","64.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","2007","Int. $","121.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","2006","Int. $","118.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","2005","Int. $","110.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","2004","Int. $","110.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","2003","Int. $","108.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","2002","Int. $","103.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","2001","Int. $","103.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","2000","Int. $","98.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1999","Int. $","97.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1998","Int. $","92.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1997","Int. $","90.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1996","Int. $","86.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1995","Int. $","89.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1994","Int. $","83.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1993","Int. $","80.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1992","Int. $","78.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1991","Int. $","77.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1990","Int. $","74.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1989","Int. $","68.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1988","Int. $","71.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1987","Int. $","73.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1986","Int. $","72.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1985","Int. $","71.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1984","Int. $","67.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1983","Int. $","67.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1982","Int. $","64.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1981","Int. $","64.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1980","Int. $","61.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1979","Int. $","57.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1978","Int. $","59.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1977","Int. $","54.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1976","Int. $","50.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1975","Int. $","49.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1974","Int. $","46.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1973","Int. $","46.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1972","Int. $","44.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1971","Int. $","42.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1970","Int. $","40.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1969","Int. $","39.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1968","Int. $","39.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1967","Int. $","38.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1966","Int. $","37.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1965","Int. $","35.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1964","Int. $","32.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1963","Int. $","29.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1962","Int. $","29.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1961","Int. $","27.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2007","Int. $","113.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2006","Int. $","112.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2005","Int. $","105.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2004","Int. $","107.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2003","Int. $","105.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2002","Int. $","101.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2001","Int. $","102.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2000","Int. $","98.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1999","Int. $","98.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1998","Int. $","94.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1997","Int. $","94.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1996","Int. $","91.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1995","Int. $","96.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1994","Int. $","92.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1993","Int. $","90.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1992","Int. $","89.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1991","Int. $","90.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1990","Int. $","88.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1989","Int. $","82.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1988","Int. $","87.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1987","Int. $","92.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1986","Int. $","92.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1985","Int. $","92.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1984","Int. $","88.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1983","Int. $","90.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1982","Int. $","89.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1981","Int. $","91.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1980","Int. $","87.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1979","Int. $","84.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1978","Int. $","89.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1977","Int. $","84.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1976","Int. $","80.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1975","Int. $","80.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1974","Int. $","79.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1973","Int. $","80.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1972","Int. $","80.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1971","Int. $","78.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1970","Int. $","78.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1969","Int. $","77.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1968","Int. $","79.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1967","Int. $","80.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1966","Int. $","81.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1965","Int. $","78.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1964","Int. $","75.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1963","Int. $","71.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1962","Int. $","71.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1961","Int. $","69.00000","A "

"fnSeqID","Footnote"
"A ","May include official, semi-official or estimated data"
