"Country or Area","Element Code","Element","Year","Unit","Value","Value Footnotes"
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1977","1000 Int. $","5552655.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1976","1000 Int. $","5154284.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1975","1000 Int. $","4681455.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1974","1000 Int. $","4320536.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1973","1000 Int. $","4148640.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1972","1000 Int. $","4087104.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1971","1000 Int. $","3606402.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1970","1000 Int. $","3584686.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1969","1000 Int. $","3578118.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1968","1000 Int. $","3419490.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1967","1000 Int. $","3285463.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1966","1000 Int. $","3176470.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1965","1000 Int. $","2867857.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1964","1000 Int. $","2718216.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1963","1000 Int. $","2715697.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1962","1000 Int. $","2731674.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1961","1000 Int. $","2496489.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","2007","1000 Int. $","12752490.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","2006","1000 Int. $","12682320.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","2005","1000 Int. $","12389880.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","2004","1000 Int. $","12179910.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","2003","1000 Int. $","11709220.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","2002","1000 Int. $","11386040.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","2001","1000 Int. $","11168440.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","2000","1000 Int. $","10842010.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1999","1000 Int. $","10325030.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1998","1000 Int. $","9676993.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1997","1000 Int. $","9124351.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1996","1000 Int. $","8673357.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1995","1000 Int. $","9432240.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1994","1000 Int. $","8774392.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1993","1000 Int. $","8595088.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1992","1000 Int. $","8038890.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1991","1000 Int. $","7784396.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1990","1000 Int. $","7375120.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1989","1000 Int. $","6794196.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1988","1000 Int. $","7285479.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1987","1000 Int. $","7510552.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1986","1000 Int. $","7612397.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1985","1000 Int. $","6936909.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1984","1000 Int. $","6806342.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1983","1000 Int. $","7034084.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1982","1000 Int. $","6666286.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1981","1000 Int. $","6480190.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1980","1000 Int. $","6135039.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1979","1000 Int. $","5770898.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1978","1000 Int. $","5821696.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1977","1000 Int. $","5534464.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1976","1000 Int. $","5138074.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1975","1000 Int. $","4666694.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1974","1000 Int. $","4305342.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1973","1000 Int. $","4135008.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1972","1000 Int. $","4073819.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1971","1000 Int. $","3594246.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1970","1000 Int. $","3573963.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1969","1000 Int. $","3568567.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1968","1000 Int. $","3410374.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1967","1000 Int. $","3276754.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1966","1000 Int. $","3168586.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1965","1000 Int. $","2860806.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1964","1000 Int. $","2712103.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1963","1000 Int. $","2709576.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1962","1000 Int. $","2726395.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1961","1000 Int. $","2491583.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","2007","Int. $","118.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","2006","Int. $","117.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","2005","Int. $","115.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","2004","Int. $","113.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","2003","Int. $","108.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","2002","Int. $","105.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","2001","Int. $","103.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","2000","Int. $","100.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1999","Int. $","95.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1998","Int. $","89.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1997","Int. $","84.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1996","Int. $","80.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1995","Int. $","87.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1994","Int. $","81.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1993","Int. $","79.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1992","Int. $","74.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1991","Int. $","72.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1990","Int. $","68.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1989","Int. $","62.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1988","Int. $","67.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1987","Int. $","69.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1986","Int. $","70.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1985","Int. $","64.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1984","Int. $","62.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1983","Int. $","65.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1982","Int. $","61.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1981","Int. $","59.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1980","Int. $","56.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1979","Int. $","53.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1978","Int. $","53.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1977","Int. $","51.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1976","Int. $","47.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1975","Int. $","43.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1974","Int. $","39.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1973","Int. $","38.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1972","Int. $","37.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1971","Int. $","33.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1970","Int. $","33.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1969","Int. $","32.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1968","Int. $","31.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1967","Int. $","30.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1966","Int. $","29.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1965","Int. $","26.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1964","Int. $","25.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1963","Int. $","25.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1962","Int. $","25.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1961","Int. $","23.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","2007","Int. $","110.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","2006","Int. $","111.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","2005","Int. $","110.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","2004","Int. $","109.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","2003","Int. $","105.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","2002","Int. $","103.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","2001","Int. $","102.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","2000","Int. $","100.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1999","Int. $","97.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1998","Int. $","92.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1997","Int. $","88.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1996","Int. $","85.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1995","Int. $","94.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1994","Int. $","89.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1993","Int. $","89.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1992","Int. $","85.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1991","Int. $","84.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1990","Int. $","81.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1989","Int. $","75.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1988","Int. $","82.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1987","Int. $","86.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1986","Int. $","89.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1985","Int. $","83.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1984","Int. $","83.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1983","Int. $","87.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1982","Int. $","84.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1981","Int. $","84.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1980","Int. $","81.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1979","Int. $","78.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1978","Int. $","81.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1977","Int. $","79.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1976","Int. $","75.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1975","Int. $","70.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1974","Int. $","67.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1973","Int. $","66.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1972","Int. $","67.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1971","Int. $","61.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1970","Int. $","63.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1969","Int. $","65.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1968","Int. $","64.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1967","Int. $","63.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1966","Int. $","63.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1965","Int. $","59.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1964","Int. $","58.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1963","Int. $","59.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1962","Int. $","62.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1961","Int. $","58.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","2007","Int. $","118.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","2006","Int. $","117.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","2005","Int. $","114.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","2004","Int. $","113.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","2003","Int. $","108.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","2002","Int. $","105.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","2001","Int. $","103.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","2000","Int. $","100.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1999","Int. $","95.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1998","Int. $","89.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1997","Int. $","84.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1996","Int. $","80.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1995","Int. $","87.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1994","Int. $","81.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1993","Int. $","79.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1992","Int. $","74.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1991","Int. $","72.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1990","Int. $","68.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1989","Int. $","63.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1988","Int. $","67.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1987","Int. $","69.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1986","Int. $","70.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1985","Int. $","64.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1984","Int. $","63.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1983","Int. $","65.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1982","Int. $","61.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1981","Int. $","60.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1980","Int. $","56.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1979","Int. $","53.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1978","Int. $","54.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1977","Int. $","51.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1976","Int. $","47.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1975","Int. $","43.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1974","Int. $","39.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1973","Int. $","38.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1972","Int. $","37.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1971","Int. $","33.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1970","Int. $","33.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1969","Int. $","33.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1968","Int. $","31.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1967","Int. $","30.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1966","Int. $","29.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1965","Int. $","26.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1964","Int. $","25.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1963","Int. $","25.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1962","Int. $","25.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1961","Int. $","23.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2007","Int. $","110.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2006","Int. $","111.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2005","Int. $","109.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2004","Int. $","109.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2003","Int. $","105.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2002","Int. $","103.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2001","Int. $","102.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2000","Int. $","100.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1999","Int. $","97.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1998","Int. $","92.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1997","Int. $","88.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1996","Int. $","85.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1995","Int. $","95.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1994","Int. $","89.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1993","Int. $","89.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1992","Int. $","85.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1991","Int. $","84.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1990","Int. $","81.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1989","Int. $","76.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1988","Int. $","83.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1987","Int. $","87.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1986","Int. $","89.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1985","Int. $","83.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1984","Int. $","83.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1983","Int. $","87.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1982","Int. $","85.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1981","Int. $","84.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1980","Int. $","81.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1979","Int. $","78.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1978","Int. $","81.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1977","Int. $","79.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1976","Int. $","76.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1975","Int. $","71.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1974","Int. $","67.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1973","Int. $","66.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1972","Int. $","67.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1971","Int. $","61.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1970","Int. $","63.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1969","Int. $","65.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1968","Int. $","64.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1967","Int. $","64.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1966","Int. $","63.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1965","Int. $","59.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1964","Int. $","58.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1963","Int. $","60.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1962","Int. $","62.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1961","Int. $","58.00000","A "

"fnSeqID","Footnote"
"A ","May include official, semi-official or estimated data"
