"Country or Area","Element Code","Element","Year","Unit","Value","Value Footnotes"
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1977","1000 Int. $","12952340.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1976","1000 Int. $","11692620.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1975","1000 Int. $","11555780.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1974","1000 Int. $","11417320.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1973","1000 Int. $","11049430.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1972","1000 Int. $","10694120.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1971","1000 Int. $","10158240.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1970","1000 Int. $","9773528.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1969","1000 Int. $","9460885.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1968","1000 Int. $","9645997.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1967","1000 Int. $","9259961.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1966","1000 Int. $","9141114.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1965","1000 Int. $","8604104.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1964","1000 Int. $","8044878.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1963","1000 Int. $","7394225.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1962","1000 Int. $","7098856.00000","A "
"Mexico","152","Gross Production 1999-2001 (1000 I$)","1961","1000 Int. $","6632554.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","2007","1000 Int. $","25099900.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","2006","1000 Int. $","24499150.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","2005","1000 Int. $","22952200.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","2004","1000 Int. $","23017880.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","2003","1000 Int. $","22342030.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","2002","1000 Int. $","21362850.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","2001","1000 Int. $","21514940.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","2000","1000 Int. $","20517250.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1999","1000 Int. $","20355420.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1998","1000 Int. $","19386280.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1997","1000 Int. $","18999670.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1996","1000 Int. $","18259250.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1995","1000 Int. $","18709790.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1994","1000 Int. $","17453700.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1993","1000 Int. $","16685110.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1992","1000 Int. $","16288020.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1991","1000 Int. $","16346360.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1990","1000 Int. $","15804080.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1989","1000 Int. $","14558710.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1988","1000 Int. $","15443410.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1987","1000 Int. $","15724930.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1986","1000 Int. $","15424070.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1985","1000 Int. $","15075900.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1984","1000 Int. $","14302420.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1983","1000 Int. $","14291270.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1982","1000 Int. $","13745620.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1981","1000 Int. $","13965080.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1980","1000 Int. $","13305680.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1979","1000 Int. $","12467330.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1978","1000 Int. $","12933450.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1977","1000 Int. $","11946460.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1976","1000 Int. $","10864970.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1975","1000 Int. $","10591350.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1974","1000 Int. $","10604800.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1973","1000 Int. $","10272440.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1972","1000 Int. $","9988035.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1971","1000 Int. $","9513826.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1970","1000 Int. $","9082563.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1969","1000 Int. $","8829084.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1968","1000 Int. $","9074609.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1967","1000 Int. $","8800506.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1966","1000 Int. $","8681759.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1965","1000 Int. $","8231812.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1964","1000 Int. $","7707726.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1963","1000 Int. $","7081958.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1962","1000 Int. $","6817058.00000","A "
"Mexico","154","Net Production 1999-2001 (1000 I$)","1961","1000 Int. $","6370762.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","2007","Int. $","117.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","2006","Int. $","115.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","2005","Int. $","109.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","2004","Int. $","110.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","2003","Int. $","107.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","2002","Int. $","103.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","2001","Int. $","104.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","2000","Int. $","98.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1999","Int. $","97.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1998","Int. $","94.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1997","Int. $","89.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1996","Int. $","87.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1995","Int. $","87.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1994","Int. $","82.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1993","Int. $","80.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1992","Int. $","77.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1991","Int. $","76.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1990","Int. $","75.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1989","Int. $","69.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1988","Int. $","72.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1987","Int. $","74.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1986","Int. $","73.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1985","Int. $","71.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1984","Int. $","68.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1983","Int. $","68.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1982","Int. $","65.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1981","Int. $","67.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1980","Int. $","63.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1979","Int. $","58.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1978","Int. $","60.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1977","Int. $","55.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1976","Int. $","50.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1975","Int. $","49.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1974","Int. $","49.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1973","Int. $","47.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1972","Int. $","46.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1971","Int. $","43.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1970","Int. $","42.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1969","Int. $","40.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1968","Int. $","41.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1967","Int. $","39.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1966","Int. $","39.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1965","Int. $","37.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1964","Int. $","34.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1963","Int. $","31.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1962","Int. $","30.00000","A "
"Mexico","432","Gross PIN (base 1999-2001)","1961","Int. $","28.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","2007","Int. $","110.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","2006","Int. $","109.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","2005","Int. $","104.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","2004","Int. $","106.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","2003","Int. $","104.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","2002","Int. $","101.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","2001","Int. $","102.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","2000","Int. $","98.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1999","Int. $","98.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1998","Int. $","96.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1997","Int. $","93.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1996","Int. $","93.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1995","Int. $","95.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1994","Int. $","91.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1993","Int. $","90.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1992","Int. $","88.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1991","Int. $","89.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1990","Int. $","89.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1989","Int. $","84.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1988","Int. $","89.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1987","Int. $","93.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1986","Int. $","93.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1985","Int. $","93.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1984","Int. $","91.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1983","Int. $","92.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1982","Int. $","90.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1981","Int. $","94.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1980","Int. $","90.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1979","Int. $","85.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1978","Int. $","90.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1977","Int. $","86.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1976","Int. $","80.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1975","Int. $","81.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1974","Int. $","83.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1973","Int. $","82.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1972","Int. $","82.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1971","Int. $","81.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1970","Int. $","80.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1969","Int. $","80.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1968","Int. $","84.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1967","Int. $","84.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1966","Int. $","85.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1965","Int. $","83.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1964","Int. $","80.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1963","Int. $","76.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1962","Int. $","75.00000","A "
"Mexico","434","Grs per capita PIN (base 1999-2001)","1961","Int. $","72.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","2007","Int. $","120.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","2006","Int. $","117.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","2005","Int. $","110.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","2004","Int. $","110.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","2003","Int. $","107.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","2002","Int. $","102.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","2001","Int. $","103.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","2000","Int. $","98.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1999","Int. $","97.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1998","Int. $","93.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1997","Int. $","91.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1996","Int. $","87.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1995","Int. $","89.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1994","Int. $","83.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1993","Int. $","80.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1992","Int. $","78.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1991","Int. $","78.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1990","Int. $","76.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1989","Int. $","70.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1988","Int. $","74.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1987","Int. $","75.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1986","Int. $","74.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1985","Int. $","72.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1984","Int. $","68.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1983","Int. $","68.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1982","Int. $","66.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1981","Int. $","67.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1980","Int. $","63.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1979","Int. $","59.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1978","Int. $","62.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1977","Int. $","57.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1976","Int. $","52.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1975","Int. $","50.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1974","Int. $","50.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1973","Int. $","49.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1972","Int. $","48.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1971","Int. $","45.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1970","Int. $","43.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1969","Int. $","42.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1968","Int. $","43.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1967","Int. $","42.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1966","Int. $","41.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1965","Int. $","39.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1964","Int. $","37.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1963","Int. $","34.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1962","Int. $","32.00000","A "
"Mexico","436","Net PIN (base 1999-2001)","1961","Int. $","30.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2007","Int. $","112.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2006","Int. $","111.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2005","Int. $","105.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2004","Int. $","106.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2003","Int. $","104.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2002","Int. $","100.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2001","Int. $","102.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","2000","Int. $","98.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1999","Int. $","99.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1998","Int. $","95.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1997","Int. $","95.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1996","Int. $","93.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1995","Int. $","97.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1994","Int. $","92.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1993","Int. $","90.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1992","Int. $","89.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1991","Int. $","91.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1990","Int. $","90.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1989","Int. $","84.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1988","Int. $","91.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1987","Int. $","94.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1986","Int. $","94.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1985","Int. $","94.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1984","Int. $","90.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1983","Int. $","92.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1982","Int. $","90.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1981","Int. $","94.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1980","Int. $","91.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1979","Int. $","88.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1978","Int. $","93.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1977","Int. $","89.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1976","Int. $","83.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1975","Int. $","83.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1974","Int. $","86.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1973","Int. $","86.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1972","Int. $","86.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1971","Int. $","84.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1970","Int. $","83.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1969","Int. $","83.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1968","Int. $","89.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1967","Int. $","89.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1966","Int. $","90.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1965","Int. $","88.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1964","Int. $","85.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1963","Int. $","81.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1962","Int. $","80.00000","A "
"Mexico","438","Net per capita PIN (base 1999-2001)","1961","Int. $","78.00000","A "

"fnSeqID","Footnote"
"A ","May include official, semi-official or estimated data"
